complaint_id,labeler_name,complaint_category,created_at
11333660,anthropic__claude-opus-4-7,improper_charges,2026-04-25T19:02:46.767698+00:00
11343508,anthropic__claude-opus-4-7,improper_process,2026-04-25T19:22:04.296050+00:00
11349436,anthropic__claude-opus-4-7,improper_process,2026-04-23T19:35:59.559763+00:00
11352476,anthropic__claude-opus-4-7,improper_process,2026-04-23T20:59:59.358301+00:00
11352902,anthropic__claude-opus-4-7,improper_process,2026-04-23T22:07:58.342584+00:00
11352953,anthropic__claude-opus-4-7,deceptive_discriminatory,2026-04-25T20:53:20.854479+00:00
11384698,anthropic__claude-opus-4-7,improper_charges,2026-04-23T20:00:36.099242+00:00
11385028,anthropic__claude-opus-4-7,improper_charges,2026-04-23T19:49:59.543321+00:00
11386695,anthropic__claude-opus-4-7,improper_charges,2026-04-23T22:10:36.448538+00:00
11389746,anthropic__claude-opus-4-7,improper_charges,2026-04-23T20:11:00.177328+00:00
11389752,anthropic__claude-opus-4-7,improper_charges,2026-04-25T20:21:19.698139+00:00
11389795,anthropic__claude-opus-4-7,improper_charges,2026-04-23T22:21:33.933995+00:00
11391542,anthropic__claude-opus-4-7,improper_process,2026-04-23T22:54:28.040169+00:00
11401223,anthropic__claude-opus-4-7,improper_charges,2026-04-23T22:51:00.402777+00:00
11401851,anthropic__claude-opus-4-7,deceptive_discriminatory,2026-04-25T20:48:49.264879+00:00
11410111,anthropic__claude-opus-4-7,improper_process,2026-04-23T22:02:22.617336+00:00
11411165,anthropic__claude-opus-4-7,deceptive_discriminatory,2026-04-23T22:49:23.937762+00:00
11414280,anthropic__claude-opus-4-7,improper_charges,2026-04-23T19:43:36.103678+00:00
11428232,anthropic__claude-opus-4-7,improper_charges,2026-04-23T19:31:35.960331+00:00
11428519,anthropic__claude-opus-4-7,deceptive_discriminatory,2026-04-23T22:37:30.501537+00:00
11433091,anthropic__claude-opus-4-7,improper_process,2026-04-23T19:24:24.097036+00:00
11437903,anthropic__claude-opus-4-7,improper_charges,2026-04-23T22:39:49.315277+00:00
11442840,anthropic__claude-opus-4-7,improper_charges,2026-04-23T21:05:36.065189+00:00
11450037,anthropic__claude-opus-4-7,improper_process,2026-04-25T20:20:19.305508+00:00
11452854,anthropic__claude-opus-4-7,improper_process,2026-04-23T19:39:47.204371+00:00
11455052,anthropic__claude-opus-4-7,deceptive_discriminatory,2026-04-23T19:16:47.957261+00:00
11455678,anthropic__claude-opus-4-7,improper_process,2026-04-23T22:44:48.064797+00:00
