complaint_id,labeler_name,complaint_category,created_at
11333660,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:30.002290+00:00
11343508,deepseek__chat-temp07,improper_process,2026-04-24T15:04:02.226500+00:00
11349436,deepseek__chat-temp07,improper_process,2026-04-24T15:04:22.312329+00:00
11352476,deepseek__chat-temp07,improper_process,2026-04-24T15:04:13.453441+00:00
11352902,deepseek__chat-temp07,improper_process,2026-04-24T15:04:17.163460+00:00
11352953,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:04:32.238597+00:00
11384698,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:01.300941+00:00
11385028,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:57.633530+00:00
11386695,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:29.894705+00:00
11389746,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:36.131085+00:00
11389752,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:05.850880+00:00
11389795,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:36.841457+00:00
11391542,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:04:09.484367+00:00
11401223,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:05.112954+00:00
11401851,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:04:12.447165+00:00
11410111,deepseek__chat-temp07,improper_process,2026-04-24T15:04:14.178173+00:00
11411165,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:03:56.590613+00:00
11414280,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:54.251015+00:00
11428232,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:49.100341+00:00
11428519,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:04:34.107549+00:00
11433091,deepseek__chat-temp07,improper_process,2026-04-24T15:03:46.190412+00:00
11437903,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:11.998173+00:00
11442840,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:37.723576+00:00
11450037,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:04:06.104506+00:00
11452854,deepseek__chat-temp07,improper_process,2026-04-24T15:04:25.079872+00:00
11455052,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:03:42.642036+00:00
11455678,deepseek__chat-temp07,improper_process,2026-04-24T15:04:27.692106+00:00
11465631,deepseek__chat-temp07,improper_process,2026-04-24T15:04:18.238036+00:00
11466371,deepseek__chat-temp07,improper_process,2026-04-24T15:03:53.194246+00:00
11466600,deepseek__chat-temp07,improper_process,2026-04-24T15:03:53.768930+00:00
11468296,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:37.285186+00:00
11471832,deepseek__chat-temp07,improper_process,2026-04-24T15:04:41.046944+00:00
11472493,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:14.932163+00:00
11479617,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:39.426380+00:00
11498537,deepseek__chat-temp07,improper_process,2026-04-24T15:04:42.333446+00:00
11503359,deepseek__chat-temp07,improper_process,2026-04-24T15:04:34.449019+00:00
11519020,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:04:44.422302+00:00
11522131,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:04.670169+00:00
11551907,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:19.294272+00:00
11575022,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:56.059329+00:00
11593109,deepseek__chat-temp07,improper_process,2026-04-24T15:04:36.432710+00:00
11596070,deepseek__chat-temp07,improper_process,2026-04-24T15:03:50.446248+00:00
11601734,deepseek__chat-temp07,improper_process,2026-04-24T15:04:27.372582+00:00
11634807,deepseek__chat-temp07,improper_process,2026-04-24T15:04:15.983869+00:00
11638311,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:03:54.276951+00:00
11651442,deepseek__chat-temp07,improper_process,2026-04-24T15:04:31.457775+00:00
11653905,deepseek__chat-temp07,improper_process,2026-04-24T15:04:23.630295+00:00
11682130,deepseek__chat-temp07,improper_process,2026-04-24T15:03:57.810156+00:00
11685621,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:57.674671+00:00
11691460,deepseek__chat-temp07,improper_process,2026-04-24T15:03:51.236076+00:00
11706286,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:04.804212+00:00
11707658,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:01.831704+00:00
11716590,deepseek__chat-temp07,improper_process,2026-04-24T15:04:19.324372+00:00
11718118,deepseek__chat-temp07,improper_process,2026-04-24T15:04:03.050760+00:00
11720286,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:31.955883+00:00
11720589,deepseek__chat-temp07,improper_process,2026-04-24T15:04:23.668624+00:00
11727292,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:35.660571+00:00
11731528,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:02.357585+00:00
11742198,deepseek__chat-temp07,improper_process,2026-04-24T15:04:06.022991+00:00
11742235,deepseek__chat-temp07,improper_process,2026-04-24T15:03:48.816525+00:00
11767791,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:32.814406+00:00
11774684,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:08.430671+00:00
11791676,deepseek__chat-temp07,improper_process,2026-04-24T15:04:18.321055+00:00
11796802,deepseek__chat-temp07,improper_process,2026-04-24T15:04:27.540671+00:00
11802320,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:56.489043+00:00
11809341,deepseek__chat-temp07,improper_process,2026-04-24T15:03:50.815637+00:00
11822134,deepseek__chat-temp07,improper_process,2026-04-24T15:04:28.351219+00:00
11823240,deepseek__chat-temp07,improper_process,2026-04-24T15:04:07.163426+00:00
11824367,deepseek__chat-temp07,improper_process,2026-04-24T15:04:26.120405+00:00
11826614,deepseek__chat-temp07,improper_process,2026-04-24T15:03:53.489469+00:00
11832565,deepseek__chat-temp07,improper_process,2026-04-24T15:04:44.390629+00:00
11848481,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:04:02.352311+00:00
11856132,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:26.992622+00:00
11868297,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:43.519036+00:00
11869185,deepseek__chat-temp07,improper_process,2026-04-24T15:03:42.456804+00:00
11870784,deepseek__chat-temp07,improper_process,2026-04-24T15:03:46.415176+00:00
11871327,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:28.939682+00:00
11874614,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:52.910022+00:00
11889682,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:22.274989+00:00
11893799,deepseek__chat-temp07,improper_process,2026-04-24T15:04:43.246231+00:00
11911670,deepseek__chat-temp07,improper_process,2026-04-24T15:03:43.608443+00:00
11913076,deepseek__chat-temp07,improper_process,2026-04-24T15:04:09.221603+00:00
11914519,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:28.721984+00:00
11916711,deepseek__chat-temp07,improper_process,2026-04-24T15:04:24.618938+00:00
11924703,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:53.746079+00:00
11930190,deepseek__chat-temp07,deceptive_discriminatory,2026-04-24T15:03:50.013383+00:00
11931735,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:41.514825+00:00
11941304,deepseek__chat-temp07,improper_charges,2026-04-24T15:04:37.735736+00:00
11944490,deepseek__chat-temp07,improper_process,2026-04-24T15:04:43.552156+00:00
11951733,deepseek__chat-temp07,improper_charges,2026-04-24T15:03:42.656127+00:00
