complaint_id,labeler_name,complaint_category,created_at
11466600,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:23:38.818191+00:00
11832565,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:23:53.806889+00:00
11930190,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:24:08.836898+00:00
11593109,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:24:23.584108+00:00
11385028,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:24:39.247964+00:00
11931735,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:24:53.382778+00:00
11596070,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:25:08.841739+00:00
11941304,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:25:23.855429+00:00
11706286,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:25:38.903637+00:00
11944490,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:25:53.700069+00:00
11874614,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:26:08.648398+00:00
11964312,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:26:23.596982+00:00
11410111,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:26:38.754237+00:00
11452854,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:26:53.800578+00:00
11414280,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:27:08.651360+00:00
11791676,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:27:23.564448+00:00
11716590,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:52:58.579647+00:00
11913076,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:53:09.656722+00:00
11981359,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:53:28.735591+00:00
11352902,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:54:16.498137+00:00
11966657,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:54:31.324106+00:00
11401851,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:54:46.504193+00:00
11796802,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:55:06.143531+00:00
11428519,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:55:12.490708+00:00
11653905,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:55:27.806784+00:00
11551907,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:55:42.275970+00:00
11869185,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:55:57.545635+00:00
11976464,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:56:12.495687+00:00
11349436,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:56:27.412567+00:00
11575022,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:56:42.566471+00:00
11914519,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:56:57.141882+00:00
11601734,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:57:12.298088+00:00
11682130,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:57:27.249149+00:00
11386695,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:57:42.560587+00:00
11720286,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:57:57.351392+00:00
11391542,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:58:12.505683+00:00
11389795,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:58:28.478362+00:00
11503359,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:58:42.419078+00:00
11352476,anthropic__claude-sonnet-4-6_native,improper_process,2026-04-28T20:58:57.132162+00:00
11455052,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:59:12.458688+00:00
11389746,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:59:30.433648+00:00
11916711,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T20:59:42.721368+00:00
11433091,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T20:59:57.669411+00:00
11972763,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T21:00:12.822215+00:00
11471832,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T21:00:34.629005+00:00
11384698,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T21:00:47.844670+00:00
11479617,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T21:01:03.516697+00:00
11893799,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T21:01:17.648049+00:00
11437903,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T21:01:33.007555+00:00
11468296,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T21:01:47.545104+00:00
11870784,anthropic__claude-sonnet-4-6_native,deceptive_discriminatory,2026-04-28T21:02:03.111502+00:00
11720589,anthropic__claude-sonnet-4-6_native,improper_charges,2026-04-28T21:02:17.753398+00:00
