complaint_id,labeler_name,complaint_category,created_at
11333660,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T15:44:39.794733+00:00
11343508,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T02:34:52.306209+00:00
11349436,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T15:03:35.655784+00:00
11352476,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:51:51.368927+00:00
11352902,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T02:20:34.942871+00:00
11352953,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T15:51:54.386611+00:00
11384698,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T00:29:55.844977+00:00
11385028,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T02:18:10.968536+00:00
11386695,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T03:01:42.875591+00:00
11389746,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:06:38.698896+00:00
11389752,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T15:43:54.306075+00:00
11389795,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:08:26.564981+00:00
11391542,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:24:28.731818+00:00
11401223,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T03:17:34.589480+00:00
11401851,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T02:23:35.417189+00:00
11410111,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:53:03.510979+00:00
11411165,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T16:25:28.872959+00:00
11414280,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:56:24.122877+00:00
11428232,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:42:57.213706+00:00
11428519,anthropic__claude-sonnet-4-6,deceptive_discriminatory,2026-04-24T16:03:52.001652+00:00
11433091,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:34:58.967663+00:00
11437903,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T01:49:03.834289+00:00
11442840,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:10:02.504402+00:00
11450037,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:23:54.901690+00:00
11452854,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T02:14:35.552222+00:00
11455052,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:28:10.873765+00:00
11455678,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T03:22:10.626425+00:00
11465631,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T15:03:06.552080+00:00
11466371,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:51:47.513505+00:00
11466600,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:55:35.899657+00:00
11468296,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:05:50.566016+00:00
11471832,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T02:43:00.999360+00:00
11472493,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T01:54:51.793040+00:00
11479617,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T02:11:34.855144+00:00
11498537,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T02:13:46.685955+00:00
11503359,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T15:28:59.325861+00:00
11519020,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T00:07:42.622304+00:00
11522131,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T16:24:13.712833+00:00
11551907,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T16:30:43.925247+00:00
11575022,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T03:17:34.778730+00:00
11593109,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:01:36.338539+00:00
11596070,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:46:13.024261+00:00
11601734,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:26:10.658987+00:00
11634807,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T15:44:54.078376+00:00
11638311,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:56:48.021201+00:00
11651442,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:30:37.737929+00:00
11653905,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T02:42:23.890712+00:00
11682130,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T00:16:21.060263+00:00
11685621,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:17:30.161037+00:00
11691460,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T03:19:11.068789+00:00
11706286,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:57:52.584815+00:00
11707658,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:47:28.932451+00:00
11716590,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T02:19:59.093341+00:00
11718118,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:51:09.030435+00:00
11720286,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T22:58:14.673592+00:00
11720589,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T03:27:10.969760+00:00
11727292,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:05:38.773674+00:00
11731528,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:47:41.359833+00:00
11742198,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:01:14.762050+00:00
11742235,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:27:10.632617+00:00
11767791,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:00:02.861785+00:00
11774684,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T01:10:29.089266+00:00
11791676,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T16:32:43.870710+00:00
11796802,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T15:13:21.863290+00:00
11802320,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T00:07:05.946548+00:00
11809341,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:45:45.039700+00:00
11822134,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T02:46:27.263923+00:00
11823240,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:02:37.133524+00:00
11824367,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T16:18:32.001518+00:00
11826614,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T00:51:21.459633+00:00
11832565,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:00:36.440204+00:00
11848481,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T03:14:34.495196+00:00
11856132,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T03:42:54.664831+00:00
11868297,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T01:24:29.520353+00:00
11869185,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:27:22.612380+00:00
11870784,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:35:46.852807+00:00
11871327,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T15:42:39.573414+00:00
11874614,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:53:02.634763+00:00
11889682,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T03:18:10.923999+00:00
11893799,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:24:22.781704+00:00
11911670,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T16:25:43.621373+00:00
11913076,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:16:35.661640+00:00
11914519,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T03:01:40.418277+00:00
11916711,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T15:06:20.837483+00:00
11924703,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T16:23:13.910134+00:00
11930190,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:44:01.001102+00:00
11931735,anthropic__claude-sonnet-4-6,deceptive_discriminatory,2026-04-23T23:27:46.596661+00:00
11941304,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:04:32.706366+00:00
11944490,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T00:05:54.074993+00:00
11951733,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T01:02:48.772034+00:00
11964312,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T16:25:58.675613+00:00
11966657,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T16:29:43.749456+00:00
11972763,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:09:02.637212+00:00
11976040,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:34:22.756333+00:00
11976464,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T16:09:10.446382+00:00
11981359,anthropic__claude-sonnet-4-6,deceptive_discriminatory,2026-04-24T03:42:42.454367+00:00
11994823,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T02:09:34.592568+00:00
12000232,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T01:02:00.384887+00:00
12003464,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T02:53:37.719894+00:00
12013129,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:15:10.611823+00:00
12017829,anthropic__claude-sonnet-4-6,improper_process,2026-04-24T01:56:57.193806+00:00
12019568,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T00:57:52.583427+00:00
12019692,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:36:35.210190+00:00
12021298,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:21:46.803198+00:00
12022499,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:19:22.667796+00:00
12023953,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:02:03.046276+00:00
12028578,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T01:00:49.590278+00:00
12038412,anthropic__claude-sonnet-4-6,improper_process,2026-04-23T23:07:39.118864+00:00
12051412,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T16:24:59.281966+00:00
12054372,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T03:42:42.325996+00:00
12059449,anthropic__claude-sonnet-4-6,improper_charges,2026-04-23T23:45:21.140242+00:00
12071097,anthropic__claude-sonnet-4-6,improper_charges,2026-04-24T00:16:54.332245+00:00
